id	word	phonetic	definition	example	translation	source
7638	outlying	[ˈaʊtlaɪɪŋ ]	adj. 边远的；无关的 / v. 放在……外面；在撒谎上胜过（outlie 的 ing 形式）	Tourists can visit outlying areas like the Napa Valley Wine Country.	游客可以去纳帕谷酒乡这样的边远地区。	blue 补充词表
7639	outnumber	[ˌaʊtˈnʌmbər ]	vt. 数目超过；比……多	Men still outnumber women in the paid workforce.	在上班挣钱的人口中，男性仍然多于女性。	blue 补充词表
7640	outpatient	[ˈaʊtpeɪʃ(ə)nt ]	n. 门诊病人	The outpatient programme has a staff of six people.	这个门诊部有6名员工。	blue 补充词表
7641	outperform	[ˌaʊtpərˈfɔːrm ]	v. 胜过，做得比……好	Now given the right data, machines are going to outperform humans at tasks like this.	现在，只要有了正确的数据，机器在这类任务上的表现将超过人类。	blue 补充词表
7642	outreach	[ˈaʊtriːtʃ ]	n. 外展服务，扩大范围的服务；主动帮助 / v. 超出……的限度或范围；超过，胜出；伸出双臂 / adj. 外展服务的，扩大服务范围的	Their brief is to undertake outreach work aimed at young African Americans.	他们的任务是承担主动帮助年轻美国黑人的工作。	blue 补充词表
7643	outscore		vt. 得分超过	Generally, other things being equal, a larger fish will outscore a smaller one.	通常情况下，如果其它方面都均等的话，一个较大的金鱼比较小的分数要高。	blue 补充词表
7644	overarching	[ˌoʊvərˈɑːrtʃɪŋ ]	adj. 首要的；支配一切的；包罗万象的 / v. 成拱形（overarch 的 ing 形式）	The overarching question seems to be what happens when the U.S. pulls out?	中心的问题看来是当美国撤出时会发生什么？	blue 补充词表
7645	oversized	[ˈoʊvərsaɪzd ]	adj. 过大的，硕大的；超大号的	Fashion gurus dictate crazy ideas such as squeezing oversized bodies into tight trousers.	时装大师们常表达离奇的想法，例如把肥硕的身子塞进紧身裤中。	blue 补充词表
7646	overuse	[ˌoʊvərˈjuːs ]	n. 过度使用 / vt. 把……使用过度	Supplies are under increasing threat from overuse and pollution.	供应正受到日益增长的过度使用和污染的威胁。	blue 补充词表
7647	pacemaker	[ˈpeɪsmeɪkər ]	n. [基医] 起搏器；领跑者；标兵	She was fitted with a pacemaker after suffering serious heart trouble.	她在心脏出了严重问题后装上了心脏起搏器。	blue 补充词表
7648	pacifist	[ˈpæsɪfɪst ]	n. 和平主义者 / adj. 非战主义的	Later he was to become famous as a pacifist.	后来他变成了一位著名的和平主义者。	blue 补充词表
7649	paleontologist	[ˌpeɪliɑːnˈtɑːlədʒɪst ]	n. 古生物学者	Paleontologist Peter Murray has studied a rock painting in far northern Australia that shows what looks very much like a megafauna marsupial known as Palorchestes.	古生物学家彼得·默里在澳大利亚北部研究过一幅岩画，画中显示的非常像是一种被叫做袋貘的巨型有袋动物。	blue 补充词表
7650	palestinian	[ˌpæləˈstɪniən ]	adj. 巴勒斯坦的；巴勒斯坦人的 / n. 巴勒斯坦人	After meeting with the Palestinian CEO delegation, I would say 200% yes.	在与巴勒斯坦首席执行官代表团会面后，我想说200%同意。	blue 补充词表
7651	pander	[ˈpændər ]	vi. 迎合；勾引；怂恿；拉皮条 / n. 怂恿者；拉皮条者；老鸨 / vt. 为……拉皮条 / n. （Pander）人名；（德、俄）潘德尔	Tabloid newspapers pander to the lowest common denominator.	小报都竭力迎合大众口味。	blue 补充词表
7652	paneling	[ˈpænlɪŋ ]	n. 镶板；[建] 嵌板	The abundant wood paneling is prone to warping.	比比皆是的木镶板很易弯曲变形。	blue 补充词表
7653	pang	[pæŋ ]	n. （肉体上）剧痛；苦闷；（精神上）一阵极度的痛苦 / vt. 使剧痛；折磨 / n. （Pang）人名；（德、瑞典）庞	I'm so glad he had a pang of conscience.	我实在高兴他感到了一阵愧疚。	blue 补充词表
7654	panicked		v. 使恐慌（panic 的过去式和过去分词）	Her owner Mike Holden panicked and called the coastguard.	她的主人迈克·霍尔登惊慌失措，打给了海岸警卫队。	blue 补充词表
7655	panoramic	[ˌpænəˈræmɪk ]	adj. 全景的，远景的	A glance through his office window offers a panoramic view of the Washington Monument and the Lincoln Memorial.	从他的办公室窗口可以看到华盛顿纪念碑和林肯纪念堂的全景。	blue 补充词表
7656	paprika	[pəˈpriːkə ]	n. 辣椒粉；红辣椒 / adj. 用红辣椒烹制的	I always add some paprika for extra flavour.	我总是加一些辣椒粉来提味。	blue 补充词表
7657	parachute	[ˈpærəʃuːt ]	n. 降落伞 / v. 跳伞；伞降，空投；紧急任命，临危受命	What if the parachute doesn't open?	降落伞打不开怎么办？	blue 补充词表
7658	paragon	[ˈpærəɡɑːn ]	n. 完美典范，尽善尽美的人（或物）；（100克拉以上的）无瑕钻石 / 【名】 （Paragon）（法）帕拉贡（人名）	I make no claim to be a paragon.	我没有说过自己是完人。	blue 补充词表
7659	paralyzed	[ˈperəlaɪzd ]	adj. 瘫痪的，不能活动的 / v. 使麻痹；使无力；使失去勇气（paralyze 的过去式和过去分词）	The founder became paralyzed in a paragliding accident.	创始人在一次滑翔伞事故中瘫痪了。	blue 补充词表
7660	paramilitary	[ˌpærəˈmɪləteri ]	adj. 准军事的；辅助军事的 / n. 准军事部队	Searches by the army and paramilitary forces have continued today.	军队和准军事部队的搜索今天仍然继续着。	blue 补充词表
7661	parishioner	[pəˈrɪʃənər ]	n. 教区居民	What the parishioner lost was enormous.	教区居民的损失是巨大的。	blue 补充词表
7662	parody	[ˈpærədi ]	n. 滑稽模仿作品（文章、音乐作品或表演的滑稽仿作等）；拙劣的模仿，荒诞不经的事 / v. 夸张地演绎，滑稽地模仿	It was like a parody of the balcony scene from Romeo and Juliet.	它就像《罗密欧与朱丽叶》阳台上那一幕的模仿作。	blue 补充词表
7663	participating	[pɑːrˈtɪsɪpeɪtɪŋ ]	adj. 由多人一起参加的；（股票等）持有人有权分享利益的 / v. 参加，参与（participate 的现在分词）	He will see that he is participating in all the decisions of the collective.	他要确保他在参与集体企业的所有决策。	blue 补充词表
7664	particulate	[pɑːrˈtɪkjələt ]	adj. 微粒的 / n. 微粒，微粒状物质	Estimates suggest that for every cubic meter of vent discharge, 350 milligrams of particulate organic material would be advected into the vent area.	据估计，每立方米排气口所排出的物质中，就有350毫克的有机颗粒物质被平流输送到排气口区域。	blue 补充词表
7665	paternity	[pəˈtɜːrnəti ]	n. 父亲的身份；父系来源，父系出身；（想法或发明的）来源，出处 / adj. 为新生儿父亲的；鉴定父子关系的	He refused to admit paternity of the child.	他拒不承认是那孩子的父亲。	blue 补充词表
7666	pathos	[ˈpeɪθɑːs ]	n. （境况、文章、艺术品或人的）感染力；同情，怜悯；痛苦，受难	The Virgilian echo gives this passage in Milton an unmistakable pathos and an undeniable beauty.	这个维吉尔式的共鸣使弥尔顿的这一段，有了一种一目了然的悲怆和不可否认的绝美。	blue 补充词表
7667	patina	[pəˈtiːnə ]	n. [材] 铜绿；光泽；神态；圣餐盘	He looked relaxed and elegant and had the patina of success.	他神态轻松潇洒，给人成功的印象。	blue 补充词表
7668	patriot	[ˈpeɪtriət ]	n. 爱国者	He was also regarded as a great patriot because not only did his cartoons praise America, but, during World War II, his studios made training films for American soldiers.	他也被认为是一个伟大的爱国者，不仅因为他的卡通赞扬美国，而且，在第二次世界大战期间，他的工作室为美国士兵制作训练电影。	blue 补充词表
7669	patronage	[ˈpeɪtrənɪdʒ ]	n. 赞助，资助；（对餐馆、酒店或其他生意的）惠顾，光顾；职位授予权，恩惠给予权；庇护，扶植；恩赐态度；（古罗马）庇护人的权力和职责，庇护人的地位	The restaurant has a large patronage.	光顾这家餐馆的人很多。	blue 补充词表
7670	patronizing	[ˈpeɪtrənaɪzɪŋ ]	v. 以高人一等的态度对待；（经常）惠顾；赞助（patronize 的现在分词） / adj. （说话、行为）自认为高人一等的	The tone of the interview was unnecessarily patronizing.	这场会面的语气屈尊得很没必要。	blue 补充词表
7671	patterned	[ˈpætərnd ]	adj. 有图案的，组成图案的 / v. 形成图案（pattern 的过去分词）；摹制；复写	Frost patterned the window.	霜在窗子上形成了图案。	blue 补充词表
7672	payback	[ˈpeɪbæk ]	n. 偿付；投资的回报；报复	The payback period can be as short as seven years.	偿付期可以短至7年。	blue 补充词表
7673	payer	[ˈpeɪər ]	n. 付款人；支付者 / n. （Payer）人名；（法）佩耶；（英）帕耶；（德、捷）派尔	They may yet defy cynics and become a successful model for single-payer care.	他们有可能让批评者的希望落空，成为单一付款人医保制度的成功榜样。	blue 补充词表
7674	paying	[ˈpeɪɪŋ ]	v. 支付；（某种做法）有好处（pay 的现在分词）	They were very slow paying me.	他们迟迟不付钱给我。	blue 补充词表
7675	payout	[ˈpeɪaʊt ]	n. 支出；花费	The maximum payout will be $705, 000.	最高支付额是70.5万美元。	blue 补充词表
7676	peacekeeping	[ˈpiːskiːpɪŋ ]	n. 维护和平；停火协议的执行 / adj. 维护和平的	Peacekeeping, by its nature, makes pre-planning difficult.	维和行动本质上很难预先计划。	blue 补充词表
7677	penal	[ˈpiːn(ə)l ]	adj. 刑事的；刑罚的	According to Iran's New Islamic Penal Code, prisoners can apply for conditional release after serving a third of their sentence.	根据伊朗的《新伊斯兰刑法典》，囚犯可以在服满三分之一刑期后申请有条件释放。	blue 补充词表
7678	penetrating	[ˈpenətreɪtɪŋ ]	adj. 渗透的；尖锐的；有洞察力的 / v. 穿透；贯穿（penetrate 的 ing 形式）	Her voice was nasal and penetrating.	她的声音是带鼻音和有穿透性的。	blue 补充词表
7679	pep	[pep ]	n. 活力；锐气，劲头 / vt. 激励；使充满活力，使精力充沛 / n. （Pep）人名；（英）佩普	A walk in the fresh air will pep you up.	在清新空气中散散步会使你精神振奋。	blue 补充词表
7680	perceptual	[pərˈseptʃuəl ]	adj. 知觉的，感知的	Some children have more finely trained perceptual skills than others.	一些孩子比其他孩子具备更为训练有素的感知技能。	blue 补充词表
7681	percolate	[ˈpɜːrkəleɪt ]	vi. 过滤；渗出；浸透 / vt. 使渗出；使过滤 / n. 滤过液；渗出液	Rain water will only percolate through slowly.	雨水只会慢慢地渗进来。	blue 补充词表
7682	perfectionist	[pərˈfekʃənɪst ]	n. 完美主义者，追求完美的人；至善论者	He was such a perfectionist that he published only those results that satisfied him completely.	他是个完美主义者，只发表那些令他完全满意的成果。	blue 补充词表
7683	performing	[pərˈfɔːrmɪŋ ]	adj. （动物）受过训练会玩把戏的 / v. 演出，表演；执行，履行（尤指复杂的任务或行动）；运行，表现（perform 的现在分词）	She gets an obvious thrill out of performing.	她显然从表演中得到一种兴奋感。	blue 补充词表
7684	perimeter	[pəˈrɪmɪtər ]	n. 外缘，周边；周长；（篮球）外围；视野计	The plane veered off the runway and crashed through the perimeter fence.	这架飞机突然偏离了跑道并且冲断了周边的护栏。	blue 补充词表
7685	periodic	[ˌpɪriˈɑːdɪk ]	adj. 阶段性的，定期的；（化学）元素周期表的；（修辞）完整句的	Periodic checks are carried out on the equipment.	设备定期进行检查。	blue 补充词表
7686	pernicious	[pərˈnɪʃəs ]	adj. 有害的；恶性的；致命的；险恶的	They don't really, in their ivory towers, understand how pernicious drug crime is.	身处象牙塔里，他们并不真正懂得毒品犯罪多么有害。	blue 补充词表
7687	perpendicular	[ˌpɜːrpənˈdɪkjələr ]	adj. 垂直的，直立的，成直角的；（14、15世纪英格兰教堂）垂直式装饰风格的；（带斜面的物体）陡峭的，陡立的 / n. 垂线，垂直线，垂直姿态	Are the lines perpendicular to each other?	这些直线相互垂直吗？	blue 补充词表
7688	perplexing	[pərˈpleksɪŋ ]	adj. 复杂的，令人费解的；令人困惑的	The Earth-Moon system has always been perplexing.	地月系统一直令人困惑。	blue 补充词表
7689	pertain	[pərˈteɪn ]	v. 适合，关于，适用；从属，归属；（在特定的时间或地点）生效，存在	Those laws no longer pertain.	那些法律已不适用了。	blue 补充词表
7690	pessimist	[ˈpesɪmɪst ]	n. 悲观主义者	He is a pessimist and a defeatist.	他是悲观主义者，也是失败主义者。	blue 补充词表
7691	petrified	[ˈpetrɪfaɪd ]	adj. 惊呆的；目瞪口呆的 / v. 使石化；变僵硬；发呆（petrify 的过去分词）	I'm petrified of snakes.	我特别怕蛇。	blue 补充词表
